Data,Round,Civility,Player1 (Player1 / Player2),Player2 (Player3 / Player4),Sets,Tournment,Clay,1st SERVE % P1,1st SERVE % P2,1st SERVE POINTS WON P1,1st SERVE POINTS WON P2,2nd SERVE POINTS WON P1,2nd SERVE POINTS WON P2,BREAK POINTS WON P1,BREAK POINTS WON P2,TOTAL RETURN POINTS WON P1,TOTAL RETURN POINTS WON P2,TOTAL POINTS WON P1,TOTAL POINTS WON P2,DOUBLE FAULTS P1,DOUBLE FAULTS P2,ACES P1,ACES P2,Country P1,Birthday P1,Height P1,Weight P1,Profi since P1,Play P1,Ranking's position P1,Points P1,Prize money P1,Country P2,Birthday P2,Height P2,Weight P2,Profi since P2,Play P2,Ranking's position P2,Points P2,Prize money P2,Country P3,Birthday P3,Height P3,Weight P3,Profi since P3,Play P3,Ranking's position P3,Points P3,Prize money P3,Country P4,Birthday P4,Height P4,Weight P4,Profi since P4,Play P4,Ranking's position P4,Points P4,Prize money P4
01.06.15,4th round,male,Rafael Nadal,Jack Sock,"6-3, 6-1, 5-7, 6-2",Paris,Clay,65/98 (66%),56/122 (46%),45/65 (69%),31/56 (55%),19/33 (58%),31/66 (47%),9/21 (43%),4/7 (57%),60/122 (49%),34/98 (35%),124/220 (56%),96/220 (44%),2,9,1,2,Spain,"03.06.86, 29 years",185 cm,85 kg,2001,Left-handed,7,4570,71.379.236 $,USA,"24.09.92, 22 years",-,-,-,-,37,1125,1.608.211 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,male,Jeremy Chardy,Michael Berrer,"4-6, 6-3, 6-4, 6-4",Paris,Clay,51/94 (54%),80/120 (67%),44/51 (86%),58/80 (73%),33/43 (77%),20/40 (50%),3/10 (30%),1/1 (100%),42/120 (35%),17/94 (18%),119/214 (56%),95/214 (44%),5,2,9,8,France,"12.02.87, 28 years",187 cm,75 kg,2006,Right-handed,45,985,4.532.069 $,Germany,"01.07.80, 34 years",190 cm,99 kg,1999,Left-handed,145,361,2.348.218 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,male,Andrea Arnaboldi,Marco Trungelliti,"5-7, 7-5, 6-3",Paris,Clay,73/116 (63%),59/110 (54%),44/73 (60%),33/59 (56%),21/43 (49%),26/51 (51%),7/20 (35%),6/13 (46%),51/110 (46%),51/116 (44%),116/226 (51%),110/226 (49%),0,3,3,1,Italy,"27.12.87, 27 years",181 cm,71 kg,-,Left-handed,187,261,315.604 $,Argentina,"31.01.90, 25 years",-,-,-,-,269,183,159.091 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,male,Elias Ymer,Roberto Carballes Baena,"6-3, 7-5",Paris,Clay,48/80 (60%),43/77 (56%),27/48 (56%),23/43 (53%),17/32 (53%),14/34 (41%),6/15 (40%),4/14 (29%),40/77 (52%),36/80 (45%),84/157 (54%),73/157 (46%),3,3,1,2,Sweden,"10.04.96, 19 years",-,-,-,-,175,283,52.447 $,Spain,"23.03.93, 22 years",-,-,-,-,178,281,139.663 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,male,Germain Gigounon,Alejandro Falla,"6-2, 6-2",Paris,Clay,29/41 (71%),39/52 (75%),25/29 (86%),19/39 (49%),7/12 (58%),6/13 (46%),-,-,27/52 (52%),9/41 (22%),59/93 (63%),34/93 (37%),0,3,2,0,Belgium,"20.04.89, 26 years",184 cm,77 kg,-,Right-handed,209,229,109.789 $,Colombia,"14.11.83, 31 years",185 cm,76 kg,2000,Left-handed,109,485,2.733.328 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,male,Leonardo Mayer,Jerzy Janowicz,"6-4, 6-4, 6-71, 6-1",Paris,Clay,72/112 (64%),97/131 (74%),61/72 (85%),63/97 (65%),21/40 (53%),14/34 (41%),6/16 (38%),2/8 (25%),54/131 (41%),30/112 (27%),136/243 (56%),107/243 (44%),4,5,13,4,Argentina,"15.05.87, 28 years",190 cm,78 kg,-,Right-handed,22,1580,2.891.268 $,Poland,"13.11.90, 24 years",-,-,-,-,50,940,2.753.547 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,male,Andrey Kuznetsov,Jurgen Melzer,"6-1, 5-7, 7-60, 7-5",Paris,Clay,73/127 (57%),89/145 (61%),55/73 (75%),55/89 (62%),29/54 (54%),27/56 (48%),7/14 (50%),4/8 (50%),63/145 (43%),43/127 (34%),147/272 (54%),125/272 (46%),6,7,4,4,Russia,"22.02.91, 24 years",-,-,-,-,120,465,1.019.119 $,Austria,"22.05.81, 34 years",182 cm,75 kg,1999,Left-handed,110,480,9.376.494 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,male,Kevin Anderson,Yen-Hsun Lu,"5-7, 6-4, 6-4, 6-4",Paris,Clay,83/122 (68%),73/132 (55%),64/83 (77%),55/73 (75%),19/39 (49%),27/59 (46%),5/14 (36%),3/6 (50%),50/132 (38%),39/122 (32%),133/254 (52%),121/254 (48%),1,3,21,8,JAR,"18.05.86, 29 years",201 cm,89 kg,-,Right-handed,17,1970,4.682.881 $,Taipei (CHN),"14.08.83, 31 years",180 cm,67 kg,2001,Right-handed,65,754,3.474.057 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,male,Andy Murray,Joao Sousa,"6-2, 4-6, 6-4, 6-1",Paris,Clay,51/90 (57%),74/119 (62%),42/51 (82%),49/74 (66%),22/39 (56%),18/45 (40%),7/13 (54%),2/4 (50%),52/119 (44%),26/90 (29%),116/209 (56%),93/209 (44%),3,3,4,2,United Kingdom,"15.05.87, 28 years",190 cm,79 kg,2005,Right-handed,3,7040,34.190.085 $,Portugal,"30.03.89, 26 years",-,-,-,-,44,1008,1.515.887 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,male,Pablo Andujar/Oliver Marach,Mate Pavic/Michael Venus,"6-2, 6-4",Paris,Clay,35/54 (65%),35/48 (73%),22/35 (63%),26/35 (74%),14/19 (74%),2/13 (15%),4/5 (80%),1/3 (33%),20/48 (42%),18/54 (33%),56/102 (55%),46/102 (45%),1,1,0,1,Spain,"23.01.86, 29 years",-,-,-,-,-,-,-,Austria,"16.07.80, 34 years",185 cm,78 kg,1998,Right-handed,-,-,-,Croatia,"04.07.93, 21 years",-,-,-,-,-,-,-,New Zeland,"16.10.87, 27 years",-,-,-,-,-,-,-
31.05.15,3rd round,male,Alexander Peya/Bruno Soares,Carlos Berlocq/Leonardo Mayer,"6-4, 7-66",Paris,Clay,40/76 (53%),55/77 (71%),31/40 (78%),37/55 (67%),24/36 (67%),15/22 (68%),1/2 (50%),0/5 (0%),25/77 (32%),21/76 (28%),80/153 (52%),73/153 (48%),8,1,4,0,Austria,"27.06.80, 34 years",182 cm,76 kg,1998,Right-handed,-,-,-,Brazil,"27.02.82, 33 years",-,-,-,-,-,-,-,Argentina,"03.02.83, 32 years",182 cm,75 kg,2001,Right-handed,-,-,-,Argentina,"15.05.87, 28 years",190 cm,78 kg,-,Right-handed,-,-,-
19.05.15,q 1,male,Brydan Klein,Mathias Bourgue,"3-6, 6-2, 9-7",Paris,Clay,70/115 (61%),56/105 (53%),48/70 (69%),38/56 (68%),19/45 (42%),23/49 (47%),6/14 (43%),4/17 (24%),44/105 (42%),48/115 (42%),111/220 (50%),109/220 (50%),6,3,2,5,United Kingdom,"31.12.89, 25 years",183 cm,80 kg,-,Right-handed,196,246,311.720 $,France,"18.01.94, 21 years",-,-,-,-,200,241,67.011 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29.05.15,2nd round,male,Marcin Matkowski/Nenad Zimonjic,Pablo Carreno-Busta/Daniel Gimeno-Traver,"6-4, 7-65",Paris,Clay,51/71 (72%),50/69 (72%),40/51 (78%),33/50 (66%),12/20 (60%),11/19 (58%),2/3 (67%),1/6 (17%),25/69 (36%),19/71 (27%),77/140 (55%),63/140 (45%),1,1,8,1,Poland,"15.01.81, 34 years",-,-,-,-,-,-,-,Serbia,"04.06.76, 39 years",191 cm,90 kg,-,Right-handed,-,-,-,Spain,"12.07.91, 23 years",-,-,-,-,-,-,-,Spain,"07.08.85, 29 years",185 cm,77 kg,2004,Right-handed,-,-,-
21.05.15,q 1,male,Marius Copil,Pedro Sousa,"6-70, 6-3, 6-4",Paris,Clay,58/74 (78%),85/90 (94%),49/58 (84%),59/85 (69%),10/16 (63%),3/5 (60%),4/12 (33%),1/3 (33%),28/90 (31%),15/74 (20%),87/164 (53%),77/164 (47%),1,0,3,1,Romania,"17.10.90, 24 years",-,-,-,-,202,238,462.293 $,Portugal,"27.05.88, 27 years",178 cm,65 kg,-,Right-handed,846,20,151.187 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29.05.15,2nd round,male,Maximo Gonzalez/Andre Sa,Marin Draganja/Henri Kontinen,"6-3, 6-3",Paris,Clay,46/62 (74%),33/53 (62%),34/46 (74%),21/33 (64%),8/16 (50%),9/20 (45%),3/5 (60%),0/4 (0%),23/53 (43%),20/62 (32%),65/115 (57%),50/115 (43%),0,3,1,3,Argentina,"20.07.83, 31 years",175 cm,70 kg,2002,Right-handed,-,-,-,Brazil,"06.05.77, 38 years",185 cm,74 kg,1996,Right-handed,-,-,-,Croatia,"13.05.91, 24 years",-,-,-,-,-,-,-,Finland,"19.06.90, 24 years",-,-,-,-,-,-,-
20.05.15,q 2,male,Christian Lindell,James Ward,"3-6, 7-65, 6-2",Paris,Clay,61/91 (67%),63/93 (68%),42/61 (69%),46/63 (73%),14/30 (47%),11/30 (37%),5/9 (56%),4/10 (40%),36/93 (39%),35/91 (38%),92/184 (50%),92/184 (50%),2,5,4,3,Sweden,"20.11.91, 23 years",-,-,-,-,214,225,114.466 $,United Kingdom,"09.02.87, 28 years",-,-,-,-,104,503,753.958 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,male,Illya Marchenko,Evgeny Donskoy,"6-74, 7-5, 6-4",Paris,Clay,58/101 (57%),60/109 (55%),46/58 (79%),41/60 (68%),21/43 (49%),22/49 (45%),5/10 (50%),3/7 (43%),46/109 (42%),34/101 (34%),113/210 (54%),97/210 (46%),5,3,6,9,Ukraine,"08.09.87, 27 years",-,-,-,-,127,427,957.078 $,Russia,"09.05.90, 25 years",-,-,-,-,177,281,927.315 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,4th round,male,David Ferrer,Marin Cilic,"6-2, 6-2, 6-4",Paris,Clay,49/77 (64%),51/86 (59%),38/49 (78%),32/51 (63%),17/28 (61%),16/35 (46%),5/11 (45%),0/4 (0%),38/86 (44%),22/77 (29%),93/163 (57%),70/163 (43%),3,3,2,6,Spain,"02.04.82, 33 years",175 cm,72 kg,2000,Right-handed,8,4490,24.733.109 $,Croatia,"28.09.88, 26 years",195 cm,79 kg,2005,Right-handed,10,3370,11.316.754 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,male,Marin Cilic,Robin Haase,"6-2, 6-4, 6-2",Paris,Clay,45/70 (64%),59/86 (69%),40/45 (89%),36/59 (61%),15/25 (60%),11/27 (41%),5/6 (83%),0/1 (0%),39/86 (45%),15/70 (21%),94/156 (60%),62/156 (40%),1,2,14,3,Croatia,"28.09.88, 26 years",195 cm,79 kg,2005,Right-handed,10,3370,11.316.754 $,Holland,"06.04.87, 28 years",190 cm,71 kg,2005,Right-handed,80,647,3.090.479 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,male,Guillermo Garcia-Lopez/Edouard Roger-Vasselin,Kenny De Schepper/Benoit Paire,"7-63, 6-3",Paris,Clay,51/72 (71%),44/76 (58%),32/51 (63%),29/44 (66%),16/21 (76%),13/32 (41%),3/13 (23%),2/6 (33%),34/76 (45%),24/72 (33%),82/148 (55%),66/148 (45%),0,3,0,4,Spain,"04.06.83, 32 years",187 cm,81 kg,2002,Right-handed,-,-,-,France,"28.11.83, 31 years",187 cm,75 kg,-,Right-handed,-,-,-,France,"29.05.87, 28 years",-,-,-,-,-,-,-,France,"08.05.89, 26 years",-,-,-,-,-,-,-
25.05.15,1st round,male,Sergiy Stakhovsky,Richard Berankis,"6-2, 7-5, 6-1",Paris,Clay,45/75 (60%),58/89 (65%),38/45 (84%),31/58 (53%),19/30 (63%),16/31 (52%),6/10 (60%),1/1 (100%),42/89 (47%),18/75 (24%),99/164 (60%),65/164 (40%),2,4,4,0,Ukraine,"06.01.86, 29 years",193 cm,80 kg,2003,Right-handed,54,894,3.412.473 $,Lithuania,"21.06.90, 24 years",173 cm,69 kg,-,Right-handed,93,573,1.029.970 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,male,Kyle Edmund,Adrian Menendez-Maceiras,"6-1, 6-4",Paris,Clay,32/52 (62%),35/48 (73%),21/32 (66%),20/35 (57%),14/20 (70%),5/13 (38%),4/4 (100%),1/1 (100%),23/48 (48%),17/52 (33%),58/100 (58%),42/100 (42%),2,0,2,1,United Kingdom,"08.01.95, 20 years",-,-,-,-,121,447,196.922 $,Spain,"28.10.85, 29 years",-,-,-,-,112,476,505.512 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,male,Roger Federer,Alejandro Falla,"6-3, 6-3, 6-4",Paris,Clay,58/81 (72%),74/109 (68%),45/58 (78%),48/74 (65%),15/23 (65%),16/35 (46%),4/16 (25%),0/2 (0%),45/109 (41%),21/81 (26%),105/190 (55%),85/190 (45%),0,4,8,2,Switzerland,"08.08.81, 33 years",185 cm,80 kg,1998,Right-handed,2,9235,88.611.538 $,Colombia,"14.11.83, 31 years",185 cm,76 kg,2000,Left-handed,109,485,2.733.328 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19.05.15,q 1,male,Albert Montanes,Jarmere Jenkins,"6-3, 6-0",Paris,Clay,25/36 (69%),30/61 (49%),19/25 (76%),17/30 (57%),9/11 (82%),11/31 (35%),-,-,33/61 (54%),8/36 (22%),61/97 (63%),36/97 (37%),2,4,1,2,Spain,"26.11.80, 34 years",175 cm,70 kg,1999,Right-handed,155,335,5.489.542 $,USA,"25.11.90, 24 years",-,-,-,-,206,233,89.738 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Radek Stepanek,Ivan Dodig,"5-7, 6-3, 6-4, 6-1",Paris,Clay,76/114 (67%),55/94 (59%),57/76 (75%),36/55 (65%),20/38 (53%),21/39 (54%),6/8 (75%),2/11 (18%),37/94 (39%),37/114 (32%),114/208 (55%),94/208 (45%),1,4,9,9,Czech Republic,"27.11.78, 36 years",185 cm,75 kg,1996,Right-handed,129,422,10.317.509 $,Croatia,"02.01.85, 30 years",-,-,-,-,119,466,3.676.958 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19.05.15,q 1,male,Kyle Edmund,Gerald Melzer,"3-6, 6-2, 6-4",Paris,Clay,41/94 (44%),70/99 (71%),30/41 (73%),42/70 (60%),24/53 (45%),12/29 (41%),5/13 (38%),4/10 (40%),45/99 (45%),40/94 (43%),99/193 (51%),94/193 (49%),5,3,7,0,United Kingdom,"08.01.95, 20 years",-,-,-,-,121,447,196.922 $,Austria,"13.07.90, 24 years",-,-,-,-,163,317,194.785 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19.05.15,q 1,male,Maxime Authom,Niels Desein,"6-4, 6-1",Paris,Clay,35/61 (57%),24/47 (51%),28/35 (80%),16/24 (67%),12/26 (46%),9/23 (39%),4/7 (57%),1/5 (20%),22/47 (47%),21/61 (34%),62/108 (57%),46/108 (43%),2,4,5,2,Belgium,"29.03.87, 28 years",-,-,-,-,174,285,249.920 $,Belgium,"09.06.87, 28 years",188 cm,78 kg,-,Right-handed,158,327,297.149 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 2,male,Andre Ghem,Albert Montanes,"6-1, 7-5",Paris,Clay,31/52 (60%),45/68 (66%),23/31 (74%),19/45 (42%),12/21 (57%),14/23 (61%),5/11 (45%),2/2 (100%),35/68 (51%),17/52 (33%),70/120 (58%),50/120 (42%),1,1,5,2,Brazil,"29.05.82, 33 years",193 cm,86 kg,2003,Right-handed,140,379,350.639 $,Spain,"26.11.80, 34 years",175 cm,70 kg,1999,Right-handed,155,335,5.489.542 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30.05.15,3rd round,male,Jack Sock,Borna Coric,"6-2, 6-1, 6-4",Paris,Clay,34/71 (48%),41/77 (53%),30/34 (88%),24/41 (59%),23/37 (62%),18/36 (50%),5/10 (50%),0/1 (0%),35/77 (45%),18/71 (25%),88/148 (59%),60/148 (41%),6,2,6,3,USA,"24.09.92, 22 years",-,-,-,-,37,1125,1.608.211 $,Croatia,"14.11.96, 18 years",-,-,-,-,46,970,251.908 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,male,Germain Gigounon,Alexander Kudryavtsev,"4-6, 6-4, 6-1",Paris,Clay,49/84 (58%),56/102 (55%),38/49 (78%),34/56 (61%),17/35 (49%),21/46 (46%),5/17 (29%),3/10 (30%),47/102 (46%),29/84 (35%),102/186 (55%),84/186 (45%),2,4,4,2,Belgium,"20.04.89, 26 years",184 cm,77 kg,-,Right-handed,209,229,109.789 $,Russia,"26.10.85, 29 years",182 cm,75 kg,-,Right-handed,131,416,635.635 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19.05.15,q 1,male,David Guez,Mate Delic,"6-4, 5-7, 7-5",Paris,Clay,60/106 (57%),59/103 (57%),36/60 (60%),42/59 (71%),27/46 (59%),17/44 (39%),6/13 (46%),5/11 (45%),44/103 (43%),43/106 (41%),107/209 (51%),102/209 (49%),2,3,3,14,France,"08.12.82, 32 years",-,-,-,-,249,199,606.366 $,Croatia,"29.04.93, 22 years",-,-,-,-,266,187,122.494 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19.05.15,q 1,male,Jurgen Zopp,Yuichi Sugita,"6-4, 6-1",Paris,Clay,31/50 (62%),33/50 (66%),24/31 (77%),18/33 (55%),10/19 (53%),8/17 (47%),4/7 (57%),1/4 (25%),24/50 (48%),16/50 (32%),58/100 (58%),42/100 (42%),1,1,4,1,Estonia,"29.03.88, 27 years",-,-,-,-,141,376,587.395 $,Japan,"18.09.88, 26 years",-,-,-,-,148,356,464.718 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,male,Pablo Cuevas/David Marrero,Rajeev Ram/Horacio Zeballos,"6-2, 7-5",Paris,Clay,37/55 (67%),48/61 (79%),28/37 (76%),33/48 (69%),13/18 (72%),5/13 (38%),-,-,23/61 (38%),14/55 (25%),64/116 (55%),52/116 (45%),0,1,1,3,Uruguay,"01.01.86, 29 years",180 cm,74 kg,-,Right-handed,-,-,-,Spain,"08.04.80, 35 years",-,-,-,-,-,-,-,USA,"18.03.84, 31 years",193 cm,82 kg,2004,Right-handed,-,-,-,Argentina,"27.04.85, 30 years",187 cm,78 kg,2003,Left-handed,-,-,-
26.05.15,1st round,male,Andrea Arnaboldi,James Duckworth,"4-6, 6-75, 7-64, 7-62, 6-0",Paris,Clay,103/186 (55%),101/187 (54%),81/103 (79%),77/101 (76%),49/83 (59%),43/86 (50%),4/17 (24%),2/16 (13%),67/187 (36%),56/186 (30%),197/373 (53%),176/373 (47%),5,9,13,16,Italy,"27.12.87, 27 years",181 cm,71 kg,-,Left-handed,187,261,315.604 $,Australia,"21.01.92, 23 years",-,-,-,-,83,626,505.940 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,male,Jo-Wilfried Tsonga,Christian Lindell,"6-1, 6-2, 6-2",Paris,Clay,44/63 (70%),43/75 (57%),40/44 (91%),27/43 (63%),11/19 (58%),10/32 (31%),6/13 (46%),0/1 (0%),38/75 (51%),12/63 (19%),89/138 (64%),49/138 (36%),2,5,4,0,France,"17.04.85, 30 years",187 cm,90 kg,2004,Right-handed,15,2045,14.472.782 $,Sweden,"20.11.91, 23 years",-,-,-,-,214,225,114.466 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19.05.15,q 1,male,Marco Cecchinato,Jordan Thompson,"7-5, 6-2",Paris,Clay,40/63 (63%),36/63 (57%),31/40 (78%),25/36 (69%),14/23 (61%),9/27 (33%),4/7 (57%),1/2 (50%),29/63 (46%),18/63 (29%),74/126 (59%),52/126 (41%),3,2,1,0,Italy,"30.09.92, 22 years",-,-,-,-,122,445,182.038 $,Australia,"20.04.94, 21 years",-,-,-,-,254,198,86.638 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19.05.15,q 1,male,Alexander Zverev,Horacio Zeballos,"7-64, 6-0",Paris,Clay,41/67 (61%),35/49 (71%),31/41 (76%),21/35 (60%),15/26 (58%),8/14 (57%),3/3 (100%),0/5 (0%),20/49 (41%),21/67 (31%),66/116 (57%),50/116 (43%),2,2,5,3,Germany,"20.04.97, 18 years",-,-,-,-,89,601,188.407 $,Argentina,"27.04.85, 30 years",187 cm,78 kg,2003,Left-handed,142,374,2.132.770 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Viktor Troicki,Jan-Lennard Struff,"6-2, 6-1, 6-73, 6-1",Paris,Clay,80/129 (62%),61/108 (56%),58/80 (73%),44/61 (72%),29/49 (59%),19/47 (40%),7/13 (54%),1/12 (8%),45/108 (42%),42/129 (33%),132/237 (56%),105/237 (44%),2,7,14,9,Serbia,"10.02.86, 29 years",193 cm,85 kg,-,Right-handed,33,1217,4.658.361 $,Germany,"25.04.90, 25 years",-,-,-,-,98,533,787.505 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,1st round,male,Rohan Bopanna/Florin Mergea,Filip Krajinovic/Viktor Troicki,"5-7, 6-3, 6-4",Paris,Clay,68/108 (63%),64/99 (65%),46/68 (68%),46/64 (72%),24/40 (60%),16/35 (46%),3/11 (27%),2/8 (25%),37/99 (37%),38/108 (35%),107/207 (52%),100/207 (48%),2,2,10,8,India,"04.03.80, 35 years",190 cm,82 kg,2002,Right-handed,-,-,-,Romania,"26.01.85, 30 years",180 cm,78 kg,2003,Right-handed,-,-,-,Serbia,"27.02.92, 23 years",-,-,-,-,-,-,-,Serbia,"10.02.86, 29 years",193 cm,85 kg,-,Right-handed,-,-,-
27.05.15,2nd round,male,Tomas Berdych,Radek Stepanek,"6-3, 6-77, 6-3, 6-3",Paris,Clay,79/142 (56%),93/137 (68%),58/79 (73%),59/93 (63%),36/63 (57%),24/44 (55%),5/14 (36%),1/9 (11%),54/137 (39%),48/142 (34%),148/279 (53%),131/279 (47%),0,6,13,6,Czech Republic,"17.09.85, 29 years",195 cm,90 kg,2002,Right-handed,4,5230,20.049.468 $,Czech Republic,"27.11.78, 36 years",185 cm,75 kg,1996,Right-handed,129,422,10.317.509 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19.05.15,q 1,male,Vincent Millot,Ante Pavic,"6-2, 6-4",Paris,Clay,39/66 (59%),33/54 (61%),28/39 (72%),20/33 (61%),15/27 (56%),10/21 (48%),3/5 (60%),0/4 (0%),24/54 (44%),23/66 (35%),67/120 (56%),53/120 (44%),4,1,6,4,France,"30.01.86, 29 years",-,-,-,-,205,235,440.783 $,Croatia,"07.03.89, 26 years",-,-,-,-,276,177,262.853 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29.05.15,2nd round,male,Vasek Pospisil/Jack Sock,Robert Lindstedt/Jurgen Melzer,"6-4, 6-4",Paris,Clay,32/54 (59%),40/65 (62%),26/32 (81%),30/40 (75%),16/22 (73%),12/25 (48%),2/10 (20%),0/3 (0%),23/65 (35%),12/54 (22%),65/119 (55%),54/119 (45%),1,2,5,2,Canada,"23.06.90, 24 years",193 cm,80 kg,-,Right-handed,-,-,-,USA,"24.09.92, 22 years",-,-,-,-,-,-,-,Sweden,"19.03.77, 38 years",-,-,-,-,-,-,-,Austria,"22.05.81, 34 years",182 cm,75 kg,1999,Left-handed,-,-,-
30.05.15,3rd round,male,Andy Murray,Nick Kyrgios,"6-4, 6-2, 6-3",Paris,Clay,48/89 (54%),78/102 (76%),36/48 (75%),41/78 (53%),20/41 (49%),10/24 (42%),7/13 (54%),2/10 (20%),51/102 (50%),33/89 (37%),107/191 (56%),84/191 (44%),4,7,12,2,United Kingdom,"15.05.87, 28 years",190 cm,79 kg,2005,Right-handed,3,7040,34.190.085 $,Australia,"27.04.95, 20 years",-,-,-,-,30,1250,763.577 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 2,male,David Guez,Michal Przysiezny,"6-2, 7-5",Paris,Clay,40/58 (69%),28/54 (52%),28/40 (70%),14/28 (50%),10/18 (56%),14/26 (54%),5/8 (63%),2/5 (40%),26/54 (48%),20/58 (34%),64/112 (57%),48/112 (43%),,,1,1,France,"08.12.82, 32 years",-,-,-,-,249,199,606.366 $,Poland,"16.02.84, 31 years",185 cm,82 kg,-,Right-handed,138,382,1.215.563 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 2,male,Marco Trungelliti,Facundo Bagnis,"6-1, 6-3",Paris,Clay,40/64 (63%),29/45 (64%),27/40 (68%),19/29 (66%),15/24 (63%),5/16 (31%),4/7 (57%),0/4 (0%),21/45 (47%),22/64 (34%),63/109 (58%),46/109 (42%),0,1,4,1,Argentina,"31.01.90, 25 years",-,-,-,-,269,183,159.091 $,Argentina,"27.02.90, 25 years",179 cm,73 kg,-,Left-handed,96,536,423.325 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19.05.15,q 1,male,Filippo Volandri,Austin Krajicek,"7-63, 6-1",Paris,Clay,49/72 (68%),36/65 (55%),36/49 (73%),25/36 (69%),13/23 (57%),11/29 (38%),3/6 (50%),1/5 (20%),29/65 (45%),23/72 (32%),78/137 (57%),59/137 (43%),1,1,2,3,Italy,"05.09.81, 33 years",182 cm,73 kg,1997,Right-handed,217,221,3.868.247 $,USA,"16.06.90, 24 years",185 cm,75 kg,-,Left-handed,118,468,250.230 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,male,Kei Nishikori,Paul-Henri Mathieu,"6-3, 7-5, 6-1",Paris,Clay,39/79 (49%),50/99 (51%),31/39 (79%),30/50 (60%),23/40 (58%),19/49 (39%),7/15 (47%),2/3 (67%),50/99 (51%),25/79 (32%),104/178 (58%),74/178 (42%),3,3,7,2,Japan,"29.12.89, 25 years",175 cm,65 kg,-,Right-handed,5,5220,8.023.569 $,France,"12.01.82, 33 years",185 cm,74 kg,1999,Right-handed,125,429,5.282.493 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
